cycle,t_feed,t_rinse,t_blow,t_purge,purity_H2,H2_CO_ratio,purity_CO2,recovery_CO2,productivity
117,705,200,136,95,68.38825968220337,2.2562061029661025,83.28359061016948,99.1882155084746,4.609744875
118,705,200,136,95,68.38794995798321,2.2561969378151248,83.28380525210083,99.1886035294118,4.609759432352942
119,705,200,136,95,68.38780696610168,2.256193565423728,83.28389086440679,99.18879650847455,4.6097665386440685
120,660,260,138,110,67.59500290983605,2.1712794274590164,84.67331690573769,100.94064581967213,4.304866531147542
121,660,260,138,110,67.96131520491804,2.194684920901639,85.19470591393438,100.20333127049182,4.206198225409835
122,660,260,138,110,68.05090799180326,2.199694144262296,85.27805822131151,100.01264359836067,4.197827470491804
123,660,260,138,110,68.10940348360657,2.2031181114754106,85.28986470491805,99.97039347540982,4.196665220081968
124,660,260,138,110,68.12571033057851,2.2040512334710747,85.28839962809917,99.96312495867768,4.196505237190084
125,660,260,138,110,68.13444590163934,2.204515113524591,85.28648290983608,99.95553450819672,4.196278303278687
126,660,260,138,110,68.13729282786883,2.204671037295082,85.28519893442623,99.95329950819672,4.196212048770492
127,660,260,138,110,68.13867680327867,2.204738146721311,85.28459157786887,99.95177717213119,4.196161849180329
128,660,260,138,110,68.13913450819673,2.204761613114753,85.28429527459018,99.95130942622951,4.196146728278689
129,660,260,138,110,68.13935832786888,2.204771402950819,85.28417447868853,99.95103222950821,4.196137432786887
130,620,210,134,89,69.37976599090909,2.3205454477272736,83.8464838409091,99.86211172727268,4.320553161818183
131,620,210,134,89,69.04860919999997,2.287746055,83.37851300000005,100.44932049999996,4.350414970000001
132,620,210,134,89,69.01545506818182,2.2835737804545446,83.27968802272721,100.50958468181813,4.3543669831818175
133,620,210,134,89,68.96499335585588,2.2792436765765762,83.25337340090084,100.5560682162162,4.355672688738742
134,620,210,134,89,68.9529415,2.2781097299999997,83.24806544999998,100.56640230000005,4.355998550000001
135,620,210,134,89,68.94569545454544,2.277558719999999,83.24685299090905,100.57352749999997,4.356205262727271
136,620,210,134,89,68.94339653153155,2.277368837837838,83.24675234234236,100.57572555855855,4.3562725684684676
137,620,210,134,89,68.94222550000003,2.2772865150000006,83.24677849999996,100.5770368,4.35631457
138,620,210,134,89,68.94181462616821,2.277256260186917,83.24682738317757,100.57749801869164,4.3563296777570075
139,620,210,134,89,68.94162086238529,2.2772437869724764,83.24686200366975,100.57775532110092,4.3563380244036685
140,675,255,130,100,67.6488816942149,2.1656061144628103,85.27065957851241,97.50689541322313,4.2253930557851245
141,675,255,130,100,67.72658396694216,2.1875926322314054,86.2788591322314,98.1515469214876,4.253984867768593
142,675,255,130,100,67.73254582644627,2.1958973954545455,86.58642252066115,98.66833200413221,4.274422210743801
143,675,255,130,100,67.74815776859504,2.2006354376033057,86.68293896694217,98.7905642561984,4.279827170247934
144,675,255,130,100,67.74950111570246,2.202222064462809,86.71440822314048,98.83330198347107,4.28168221694215
145,675,255,130,100,67.75067148760331,2.202909497520662,86.72536359504132,98.84754214876034,4.282320528512397
146,675,255,130,100,67.75062482644627,2.2031593615702487,86.7293229752066,98.85338095041325,4.282573800826446
147,675,255,130,100,67.75064471074381,2.2032610454545454,86.73083347107433,98.85554772727274,4.2826678388429755
148,675,255,130,100,67.75059223140497,2.2032994896694214,86.73141814049585,98.85646074380162,4.2827073780991745
149,675,255,130,100,67.75057152066117,2.203315023140495,86.73165110743804,98.85680046280991,4.2827222512396705
150,630,187,137,113,69.40611734545455,2.353456066181818,81.06135447272722,110.27003679999994,4.797835098181817
151,630,187,137,113,69.60432330357143,2.3320634982142856,78.60314254464285,104.755986,4.567206813839286
152,630,187,137,113,69.68159241071427,2.326394010267857,77.74884852678572,102.55312877232147,4.477265247767856
153,630,187,137,113,69.70907243243242,2.320772793243244,77.44545270270268,101.82162533783787,4.446607189189188
154,630,187,137,113,69.71868611607142,2.3187296473214287,77.32921857142856,101.55203598214287,4.435345574107144
155,630,187,137,113,69.72450366071428,2.3176955053571424,77.28289520089287,101.43780593749996,4.430551047321429
156,630,187,137,113,69.72638121621623,2.317255428378379,77.2631224459459,101.38937932432432,4.428522287837838
157,630,187,137,113,69.72748275000002,2.3170476642857145,77.25452861607144,101.36729941964286,4.427597648214288
158,630,187,137,113,69.72784864864862,2.3169533918918925,77.25067587837839,101.3575381081081,4.427188493243244
159,630,187,137,113,69.72803789090905,2.316909258181818,77.24893797272729,101.35304985454542,4.427000705454544
160,705,235,133,102,68.45070853658537,2.193852993902439,81.67924426829268,93.07478109756099,4.173031554878049
161,705,235,133,102,68.10544118852461,2.1990699016393447,84.1144554918033,96.46609483606555,4.341167543032786
162,705,235,133,102,68.00640036585365,2.208453290243903,84.93060024390246,98.29000531707315,4.419099297560975
163,705,235,133,102,67.96192463114757,2.213656740983605,85.1861656967213,98.6912585081967,4.436388395081966
164,705,235,133,102,67.94557975609757,2.2156719512195124,85.26979814634147,98.79436914634148,4.440847731707316
165,705,235,133,102,67.93677987704916,2.216451969262296,85.29805635245903,98.83216702868856,4.442469704918033
166,705,235,133,102,67.93343682926827,2.2167496804878044,85.30833248780489,98.84504432926829,4.443019695121953
167,705,235,133,102,67.93175614754098,2.2168629950819674,85.31215665573771,98.85050077868851,4.4432497807377045
168,705,235,133,102,67.9311145121951,2.2169074036585354,85.31365817073173,98.85249695121952,4.443333281707317
169,705,235,133,102,67.93080116065572,2.21692443737705,85.31424526229505,98.85336494262295,4.443369575081966
170,650,260,131,115,67.88996673553717,2.1970998491735534,84.94296028925619,102.43621020661158,4.313933650826446
171,650,260,131,115,68.17666500000001,2.2074837612499993,84.6053775,101.14035793749996,4.216719768750001
172,650,260,131,115,68.2506325,2.207766075,84.44700404166666,100.594433875,4.194677616666665
173,650,260,131,115,68.2929320247934,2.20830954338843,84.38464632231408,100.45338991735535,4.189303522727274
174,650,260,131,115,68.30616322916664,2.208277125000001,84.35989958333332,100.41010841666666,4.1876343020833335
175,650,260,131,115,68.31289919421489,2.2082956838842964,84.3500670247934,100.3905360330578,4.1868921652892555
176,650,260,131,115,68.31519412500002,2.2082776075,84.34599475000002,100.38341012499995,4.186617599999999
177,650,260,131,115,68.31627270833333,2.2082719479166673,84.34435979166668,100.38015166666665,4.186492479166666
178,650,260,131,115,68.3166595041322,2.2082666533057846,84.34366388429751,100.3788902892562,4.186444351239669
179,650,260,131,115,68.31684041652892,2.208264258842975,84.34337451239666,100.37830905785121,4.186421876033059
180,600,195,139,85,69.96236020093458,2.3688679485981314,82.5862001869159,100.2518112009346,4.321434266355141
181,600,195,139,85,69.53839857476638,2.3279274210280376,82.0120948130841,100.76990533644859,4.343287014953271
182,600,195,139,85,69.49372645333335,2.3227578432380946,81.87751514285715,100.82400489523809,4.347522501333334
183,600,195,139,85,69.4243328504673,2.3168777836448604,81.84284817757009,100.89921289719626,4.349756082710282
184,600,195,139,85,69.4070286728972,2.3153427112149525,81.83652317757009,100.92460504672898,4.3506687901869165
185,600,195,139,85,69.39631240654207,2.314563052803739,81.83546219626174,100.94099735514021,4.351213755607477
186,600,195,139,85,69.3927207783019,2.3142965070754706,81.83577686320753,100.94758990566037,4.351447653301887
